taxa	taxid	superkingdom	clade	kingdom	family	genus
Pseudomonas alcaliphila	101564	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas frederiksbergensis	104087	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas xanthosomatis	2842356	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas fitomaticsae	2837969	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sichuanensis	2213015	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas zeae	2745510	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas hydrolytica	2493633	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas psychrophila	122355	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas asgharzadehiana	2842349	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas atacamensis	2565368	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas guguanensis	1198456	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Entomomonas moraniae	2213226	Bacteria	NA	NA	Pseudomonadaceae	Entomomonas
Entomomonas sp. E2T0	2930213	Bacteria	NA	NA	Pseudomonadaceae	Entomomonas
Entomomonas asaccharolytica	2785331	Bacteria	NA	NA	Pseudomonadaceae	Entomomonas
Stutzerimonas stutzeri	316	Bacteria	NA	NA	Pseudomonadaceae	Stutzerimonas
Stutzerimonas balearica	74829	Bacteria	NA	NA	Pseudomonadaceae	Stutzerimonas
Stutzerimonas sp. R40042	2998559	Bacteria	NA	NA	Pseudomonadaceae	Stutzerimonas
Permianibacter aggregans	1510150	Bacteria	NA	NA	Pseudomonadaceae	Permianibacter
Pseudomonas denitrificans (nom. rej.)	43306	Bacteria	NA	NA	Pseudomonadaceae	Halopseudomonas
Halopseudomonas sp. RR6	2918528	Bacteria	NA	NA	Pseudomonadaceae	Halopseudomonas
Thiopseudomonas alkaliphila	1697053	Bacteria	NA	NA	Pseudomonadaceae	Thiopseudomonas
Azotobacter vinelandii	354	Bacteria	NA	NA	Pseudomonadaceae	Azotobacter
Azotobacter chroococcum	353	Bacteria	NA	NA	Pseudomonadaceae	Azotobacter
Azotobacter salinestris	69964	Bacteria	NA	NA	Pseudomonadaceae	Azotobacter
Denitrificimonas caeni	521720	Bacteria	NA	NA	Pseudomonadaceae	Denitrificimonas
Marinobacter fonticola	2603215	Bacteria	NA	NA	Marinobacteraceae	Marinobacter
Marinobacter sp. LPB0319	2769486	Bacteria	NA	NA	Marinobacteraceae	Marinobacter
Marinobacter sp. NP-4(2019)	2488665	Bacteria	NA	NA	Marinobacteraceae	Marinobacter
Marinobacter sp. Arc7-DN-1	2304594	Bacteria	NA	NA	Marinobacteraceae	Marinobacter
Escherichia coli	562	Bacteria	NA	NA	Enterobacteriaceae	Escherichia
Escherichia albertii	208962	Bacteria	NA	NA	Enterobacteriaceae	Escherichia
Escherichia fergusonii	564	Bacteria	NA	NA	Enterobacteriaceae	Escherichia
Escherichia marmotae	1499973	Bacteria	NA	NA	Enterobacteriaceae	Escherichia
Escherichia sp. E4742	2044467	Bacteria	NA	NA	Enterobacteriaceae	Escherichia
Escherichia sp. TC-EC600-tetX4	2857061	Bacteria	NA	NA	Enterobacteriaceae	Escherichia
Escherichia sp. KS167_9B	2509666	Bacteria	NA	NA	Enterobacteriaceae	Escherichia
Escherichia ruysiae	2608867	Bacteria	NA	NA	Enterobacteriaceae	Escherichia
Enterobacter sp. T2	2707174	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter sp. R4-368	1166130	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter sp. C2	2870346	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter sp. CP102	2976431	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter hormaechei	158836	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter roggenkampii	1812935	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter kobei	208224	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter cloacae	550	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter asburiae	61645	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter cancerogenus	69218	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter ludwigii	299767	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter chengduensis	2494701	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter cloacae complex sp. FDA-CDC-AR_0164	2077136	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter bugandensis	881260	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Salmonella enterica	28901	Bacteria	NA	NA	Enterobacteriaceae	Salmonella
Salmonella bongori	54736	Bacteria	NA	NA	Enterobacteriaceae	Salmonella
Salmonella sp. SJTUF14178	2745895	Bacteria	NA	NA	Enterobacteriaceae	Salmonella
Salmonella sp. SSDFZ54	2500542	Bacteria	NA	NA	Enterobacteriaceae	Salmonella
Klebsiella pneumoniae	573	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Klebsiella variicola	244366	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Klebsiella aerogenes	548	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Klebsiella sp. PL-2018	2851540	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Klebsiella sp. KPN54798	2897413	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Klebsiella sp. P1954	2829835	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Klebsiella sp. PCX	2686364	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Klebsiella sp. WP4-W18-ESBL-05	2675713	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Klebsiella sp. M5al	1934254	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Klebsiella quasipneumoniae	1463165	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Klebsiella oxytoca	571	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Klebsiella michiganensis	1134687	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Klebsiella huaxiensis	2153354	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Raoultella electrica	1259973	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Raoultella ornithinolytica	54291	Bacteria	NA	NA	Enterobacteriaceae	Raoultella
Raoultella sp. XY-1	2799495	Bacteria	NA	NA	Enterobacteriaceae	Raoultella
Shigella boydii	621	Bacteria	NA	NA	Enterobacteriaceae	Shigella
Shigella flexneri	623	Bacteria	NA	NA	Enterobacteriaceae	Shigella
Shigella dysenteriae	622	Bacteria	NA	NA	Enterobacteriaceae	Shigella
Shigella sonnei	624	Bacteria	NA	NA	Enterobacteriaceae	Shigella
Citrobacter portucalensis	1639133	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter freundii	546	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter braakii	57706	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter freundii complex sp. CFNIH2	2066049	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter youngae	133448	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter sp. S171	2971264	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter sp. S39	2660638	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter sp. RHB25-C09	2742624	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter sp. RHB20-C15	2742620	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter amalonaticus	35703	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter tructae	2562449	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter farmeri	67824	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter rodentium	67825	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter arsenatis	2546350	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter pasteurii	1563222	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Candidatus Annandia pinicola	1345117	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	Candidatus Annandia
Blochmannia endosymbiont of Camponotus sp.	700220	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	Candidatus Blochmanniella
Blochmannia endosymbiont of Colobopsis nipponica	2681987	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	Candidatus Blochmanniella
Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri	1505596	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	Candidatus Blochmanniella
Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus	1505597	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	Candidatus Blochmanniella
Candidatus Westeberhardia cardiocondylae	1594731	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	Candidatus Westeberhardia
secondary endosymbiont of Ctenarytaina eucalypti	1199245	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	NA
secondary endosymbiont of Heteropsylla cubana	134287	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	NA
Candidatus Hamiltonella defensa	138072	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	Candidatus Hamiltonella
Candidatus Purcelliella pentastirinorum	472834	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	Candidatus Purcelliella
Candidatus Hoaglandella endobia	1778263	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	Candidatus Hoaglandella
Candidatus Tachikawaea gelatinosa	1410383	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	Candidatus Tachikawaea
secondary endosymbiont of Trabutina mannipara	1835721	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	NA
Symbiopectobacterium purcellii	2871826	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	Symbiopectobacterium
Candidatus Mikella endobia	1778264	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	Candidatus Mikella
Candidatus Doolittlea endobia	1778262	Bacteria	ant, tsetse, mealybug, aphid, etc. endosymbionts	NA	Enterobacteriaceae	Candidatus Doolittlea
Leclercia adecarboxylata	83655	Bacteria	NA	NA	Enterobacteriaceae	Leclercia
Leclercia sp. Colony189	2681309	Bacteria	NA	NA	Enterobacteriaceae	Leclercia
Leclercia sp. G3L	2898725	Bacteria	NA	NA	Enterobacteriaceae	Leclercia
Leclercia pneumoniae	2815358	Bacteria	NA	NA	Enterobacteriaceae	Leclercia
Kosakonia cowanii	208223	Bacteria	NA	NA	Enterobacteriaceae	Kosakonia
Kosakonia oryzae	497725	Bacteria	NA	NA	Enterobacteriaceae	Kosakonia
Enterobacteriaceae endosymbiont of Macroplea mutica	2675791	Bacteria	NA	NA	Enterobacteriaceae	NA
Enterobacteriaceae endosymbiont of Plateumaris pusilla	2675795	Bacteria	NA	NA	Enterobacteriaceae	NA
Cedecea lapagei	158823	Bacteria	NA	NA	Enterobacteriaceae	Cedecea
Cedecea neteri	158822	Bacteria	NA	NA	Enterobacteriaceae	Cedecea
Candidatus Ishikawaella capsulata	168169	Bacteria	NA	NA	Enterobacteriaceae	Candidatus Ishikawella
Candidatus Profftia lariciata	1987921	Bacteria	NA	NA	Enterobacteriaceae	Candidatus Profftia
Candidatus Profftia sp. (ex Adelges kitamiensis)	2864218	Bacteria	NA	NA	Enterobacteriaceae	Candidatus Profftia
Candidatus Profftia tarda	1177216	Bacteria	NA	NA	Enterobacteriaceae	Candidatus Profftia
Cronobacter sakazakii	28141	Bacteria	NA	NA	Enterobacteriaceae	Cronobacter
Cronobacter dublinensis	413497	Bacteria	NA	NA	Enterobacteriaceae	Cronobacter
Cronobacter condimenti	1163710	Bacteria	NA	NA	Enterobacteriaceae	Cronobacter
Plesiomonas shigelloides	703	Bacteria	NA	NA	Enterobacteriaceae	Plesiomonas
Pluralibacter gergoviae	61647	Bacteria	NA	NA	Enterobacteriaceae	Pluralibacter
[Enterobacter] lignolyticus	1334193	Bacteria	NA	NA	Enterobacteriaceae	Pluralibacter
Scandinavium goeteborgense	1851514	Bacteria	NA	NA	Enterobacteriaceae	Scandinavium
Superficieibacter sp. HKU1	3031919	Bacteria	NA	NA	Enterobacteriaceae	Superficieibacter
Shimwellia blattae	563	Bacteria	NA	NA	Enterobacteriaceae	Shimwellia
Siccibacter colletis	1505757	Bacteria	NA	NA	Enterobacteriaceae	Siccibacter
Candidatus Riesia pediculicola	401619	Bacteria	NA	NA	Enterobacteriaceae	Candidatus Riesia
Phytobacter diazotrophicus	395631	Bacteria	NA	NA	Enterobacteriaceae	Phytobacter
Jejubacter calystegiae	2579935	Bacteria	NA	NA	Enterobacteriaceae	Jejubacter
Candidatus Schneideria nysicola	1081631	Bacteria	NA	NA	Enterobacteriaceae	Candidatus Schneideria
Candidatus Moranella endobia	1048758	Bacteria	NA	NA	Enterobacteriaceae	Candidatus Moranella
Yokenella regensburgei	158877	Bacteria	NA	NA	Enterobacteriaceae	Yokenella
Lelliottia amnigena	61646	Bacteria	NA	NA	Enterobacteriaceae	Lelliottia
Kluyvera sp. CRP	2873269	Bacteria	NA	NA	Enterobacteriaceae	Kluyvera
Buchnera aphidicola	9	Bacteria	NA	NA	Erwiniaceae	Buchnera
Candidatus Pantoea carbekii	1235990	Bacteria	NA	NA	Erwiniaceae	Pantoea
Pantoea sp. At-9b	592316	Bacteria	NA	NA	Erwiniaceae	Pantoea
Pantoea sp. X85	3037258	Bacteria	NA	NA	Erwiniaceae	Pantoea
Pantoea sp. SOD02	2970818	Bacteria	NA	NA	Erwiniaceae	Pantoea
Pantoea sp. Z09	2886821	Bacteria	NA	NA	Erwiniaceae	Pantoea
Pantoea stewartii	66269	Bacteria	NA	NA	Erwiniaceae	Pantoea
Pantoea agglomerans	549	Bacteria	NA	NA	Erwiniaceae	Pantoea
Pantoea dispersa	59814	Bacteria	NA	NA	Erwiniaceae	Pantoea
Pantoea eucrina	472693	Bacteria	NA	NA	Erwiniaceae	Pantoea
Pantoea ananatis	553	Bacteria	NA	NA	Erwiniaceae	Pantoea
Pantoea deleyi	470932	Bacteria	NA	NA	Erwiniaceae	Pantoea
Pantoea vagans	470934	Bacteria	NA	NA	Erwiniaceae	Pantoea
Pantoea alhagi	1891675	Bacteria	NA	NA	Erwiniaceae	Pantoea
Pantoea eucalypti	470933	Bacteria	NA	NA	Erwiniaceae	Pantoea
Candidatus Erwinia haradaeae	1922217	Bacteria	NA	NA	Erwiniaceae	Erwinia
Erwinia tracheiphila	65700	Bacteria	NA	NA	Erwiniaceae	Erwinia
Erwinia amylovora	552	Bacteria	NA	NA	Erwiniaceae	Erwinia
Erwinia sp. Ejp617	215689	Bacteria	NA	NA	Erwiniaceae	Erwinia
Erwinia sp. J780	2681984	Bacteria	NA	NA	Erwiniaceae	Erwinia
Erwinia pyrifoliae	79967	Bacteria	NA	NA	Erwiniaceae	Erwinia
Erwinia tasmaniensis	338565	Bacteria	NA	NA	Erwiniaceae	Erwinia
Duffyella gerundensis	1619313	Bacteria	NA	NA	Erwiniaceae	Duffyella
Wigglesworthia glossinidia	51229	Bacteria	NA	NA	Erwiniaceae	Wigglesworthia
Tatumella ptyseos	82987	Bacteria	NA	NA	Erwiniaceae	Tatumella
Tatumella citrea	53336	Bacteria	NA	NA	Erwiniaceae	Tatumella
Mixta intestinalis	1615494	Bacteria	NA	NA	Erwiniaceae	Mixta
Morganella morganii	582	Bacteria	NA	NA	Morganellaceae	Morganella
Arsenophonus endosymbiont of Aphis craccivora	1231049	Bacteria	NA	NA	Morganellaceae	Arsenophonus
Arsenophonus endosymbiont of Aleurodicus dispersus	235559	Bacteria	NA	NA	Morganellaceae	Arsenophonus
Candidatus Arsenophonus lipoptenae	634113	Bacteria	NA	NA	Morganellaceae	Arsenophonus
Arsenophonus nasoniae	638	Bacteria	NA	NA	Morganellaceae	Arsenophonus
Arsenophonus apicola	2879119	Bacteria	NA	NA	Morganellaceae	Arsenophonus
Providencia rettgeri	587	Bacteria	NA	NA	Morganellaceae	Providencia
Providencia sp. PROV188	2939731	Bacteria	NA	NA	Morganellaceae	Providencia
Providencia sp. R33	2828763	Bacteria	NA	NA	Morganellaceae	Providencia
Providencia vermicola	333965	Bacteria	NA	NA	Morganellaceae	Providencia
Providencia stuartii	588	Bacteria	NA	NA	Morganellaceae	Providencia
Providencia alcalifaciens	126385	Bacteria	NA	NA	Morganellaceae	Providencia
Providencia heimbachae	333962	Bacteria	NA	NA	Morganellaceae	Providencia
Xenorhabdus poinarii	40577	Bacteria	NA	NA	Morganellaceae	Xenorhabdus
Xenorhabdus doucetiae	351671	Bacteria	NA	NA	Morganellaceae	Xenorhabdus
Xenorhabdus nematophila	628	Bacteria	NA	NA	Morganellaceae	Xenorhabdus
Xenorhabdus budapestensis	290110	Bacteria	NA	NA	Morganellaceae	Xenorhabdus
Xenorhabdus bovienii	40576	Bacteria	NA	NA	Morganellaceae	Xenorhabdus
Proteus mirabilis	584	Bacteria	NA	NA	Morganellaceae	Proteus
Proteus penneri	102862	Bacteria	NA	NA	Morganellaceae	Proteus
Proteus terrae	1574161	Bacteria	NA	NA	Morganellaceae	Proteus
Proteus vulgaris	585	Bacteria	NA	NA	Morganellaceae	Proteus
Photorhabdus thracensis	230089	Bacteria	NA	NA	Morganellaceae	Photorhabdus
Photorhabdus asymbiotica	291112	Bacteria	NA	NA	Morganellaceae	Photorhabdus
Photorhabdus akhurstii	171438	Bacteria	NA	NA	Morganellaceae	Photorhabdus
Photorhabdus laumondii	2218628	Bacteria	NA	NA	Morganellaceae	Photorhabdus
Moellerella wisconsensis	158849	Bacteria	NA	NA	Morganellaceae	Moellerella
Yersinia pestis	632	Bacteria	NA	NA	Yersiniaceae	Yersinia
Yersinia pseudotuberculosis	633	Bacteria	NA	NA	Yersiniaceae	Yersinia
Yersinia enterocolitica	630	Bacteria	NA	NA	Yersiniaceae	Yersinia
Yersinia ruckeri	29486	Bacteria	NA	NA	Yersiniaceae	Yersinia
Yersinia hibernica	2339259	Bacteria	NA	NA	Yersiniaceae	Yersinia
Yersinia intermedia	631	Bacteria	NA	NA	Yersiniaceae	Yersinia
Serratia symbiotica	138074	Bacteria	NA	NA	Yersiniaceae	Serratia
Serratia marcescens	615	Bacteria	NA	NA	Yersiniaceae	Serratia
Serratia sp. CMO1	2785630	Bacteria	NA	NA	Yersiniaceae	Serratia
Serratia sp. FGI94	671990	Bacteria	NA	NA	Yersiniaceae	Serratia
Serratia nematodiphila	458197	Bacteria	NA	NA	Yersiniaceae	Serratia
Serratia liquefaciens	614	Bacteria	NA	NA	Yersiniaceae	Serratia
Serratia plymuthica	82996	Bacteria	NA	NA	Yersiniaceae	Serratia
Candidatus Fukatsuia symbiotica	1878942	Bacteria	NA	NA	Yersiniaceae	Candidatus Fukatsuia
Gibbsiella quercinecans	929813	Bacteria	NA	NA	Yersiniaceae	Gibbsiella
Chania multitudinisentens	1639108	Bacteria	NA	NA	Yersiniaceae	Chania
Dickeya fangzhongdai	1778540	Bacteria	NA	NA	Pectobacteriaceae	Dickeya
Dickeya poaceiphila	568768	Bacteria	NA	NA	Pectobacteriaceae	Dickeya
Dickeya dadantii	204038	Bacteria	NA	NA	Pectobacteriaceae	Dickeya
Dickeya solani	1089444	Bacteria	NA	NA	Pectobacteriaceae	Dickeya
Dickeya lacustris	2259638	Bacteria	NA	NA	Pectobacteriaceae	Dickeya
Dickeya zeae	204042	Bacteria	NA	NA	Pectobacteriaceae	Dickeya
Pectobacterium parmentieri	1905730	Bacteria	NA	NA	Pectobacteriaceae	Pectobacterium
Pectobacterium carotovorum	554	Bacteria	NA	NA	Pectobacteriaceae	Pectobacterium
Pectobacterium parvum	2778550	Bacteria	NA	NA	Pectobacteriaceae	Pectobacterium
Pectobacterium polonicum	2485124	Bacteria	NA	NA	Pectobacteriaceae	Pectobacterium
Pectobacterium cacticida	69221	Bacteria	NA	NA	Pectobacteriaceae	Pectobacterium
Pectobacterium odoriferum	78398	Bacteria	NA	NA	Pectobacteriaceae	Pectobacterium
Pectobacterium punjabense	2108399	Bacteria	NA	NA	Pectobacteriaceae	Pectobacterium
Pectobacterium versatile	2488639	Bacteria	NA	NA	Pectobacteriaceae	Pectobacterium
Pectobacterium brasiliense	180957	Bacteria	NA	NA	Pectobacteriaceae	Pectobacterium
Pectobacterium polaris	2042057	Bacteria	NA	NA	Pectobacteriaceae	Pectobacterium
Brenneria rubrifaciens	55213	Bacteria	NA	NA	Pectobacteriaceae	Brenneria
Musicola paradisiaca	69223	Bacteria	NA	NA	Pectobacteriaceae	Musicola
Edwardsiella ictaluri	67780	Bacteria	NA	NA	Hafniaceae	Edwardsiella
Edwardsiella sp. EA181011	1578828	Bacteria	NA	NA	Hafniaceae	Edwardsiella
Edwardsiella piscicida	1263550	Bacteria	NA	NA	Hafniaceae	Edwardsiella
Edwardsiella anguillarum	1821960	Bacteria	NA	NA	Hafniaceae	Edwardsiella
Obesumbacterium proteus	82983	Bacteria	NA	NA	Hafniaceae	Obesumbacterium
Candidatus Sodalis pierantonius	1486991	Bacteria	NA	NA	Bruguierivoracaceae	Sodalis
Sodalis endosymbiont of Henestaris halophilus	1929246	Bacteria	NA	NA	Bruguierivoracaceae	Sodalis
Sodalis ligni	2697027	Bacteria	NA	NA	Bruguierivoracaceae	Sodalis
Sodalis glossinidius	63612	Bacteria	NA	NA	Bruguierivoracaceae	Sodalis
Sodalis praecaptivus	1239307	Bacteria	NA	NA	Bruguierivoracaceae	Sodalis
Leminorella richardii	158841	Bacteria	NA	NA	Budviciaceae	Leminorella
Pragia fontium	82985	Bacteria	NA	NA	Budviciaceae	Pragia
Acinetobacter baumannii	470	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter calcoaceticus	471	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter pittii	48296	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter seifertii	1530123	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter radioresistens	40216	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter indicus	756892	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter ursingii	108980	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter sp. TAC-1	3027470	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter sp. YH16056_T	2929514	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter sp. NyZ410	2929509	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter sp. TTH0-4	1646498	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter sp. AOR07_HL	2919376	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter sp. WCHA55	2004646	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter sp. MYb10	1827285	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter sp. 10FS3-1	2563897	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter sp. KCTC 92772	3045147	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter sp. NEB 394	2743575	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter sp. WCHAc010034	1879049	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter sp. Marseille-Q1620	2714110	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter sp. LoGeW2-3	1808001	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter sp. ESL0695	2983215	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter sp. WCHAc010052	2004647	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter sp. FDAARGOS_560	2420305	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter johnsonii	40214	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter lwoffii	28090	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter junii	40215	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter bereziniae	106648	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter wanghuae	2662362	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter schindleri	108981	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter larvae	1789224	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter colistiniresistens	280145	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter shaoyimingii	2715164	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter piscicola	2006115	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter proteolyticus	1776741	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter lanii	2715163	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter vivianii	1776742	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter oleivorans	1148157	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter variabilis	70346	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter towneri	202956	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter cumulans	2136182	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Acinetobacter portensis	1839785	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Moraxella osloensis	34062	Bacteria	NA	NA	Moraxellaceae	Moraxella
Moraxella sp. FZFQ2102	2953752	Bacteria	NA	NA	Moraxellaceae	Moraxella
Moraxella sp. ZY190618	2904120	Bacteria	NA	NA	Moraxellaceae	Moraxella
Moraxella sp. ZY171148	2904119	Bacteria	NA	NA	Moraxellaceae	Moraxella
Moraxella catarrhalis	480	Bacteria	NA	NA	Moraxellaceae	Moraxella
Moraxella nasovis	2904121	Bacteria	NA	NA	Moraxellaceae	Moraxella
Moraxella ovis	29433	Bacteria	NA	NA	Moraxellaceae	Moraxella
Moraxella bovis	476	Bacteria	NA	NA	Moraxellaceae	Moraxella
Psychrobacter sp. YP14	2203895	Bacteria	NA	NA	Moraxellaceae	Psychrobacter
Psychrobacter sp. AntiMn-1	1720344	Bacteria	NA	NA	Moraxellaceae	Psychrobacter
Psychrobacter sp. KH172YL61	2517899	Bacteria	NA	NA	Moraxellaceae	Psychrobacter
Aquirhabdus parva	2283318	Bacteria	NA	NA	Moraxellaceae	Aquirhabdus
Vibrio harveyi	669	Bacteria	NA	NA	Vibrionaceae	Vibrio
Vibrio parahaemolyticus	670	Bacteria	NA	NA	Vibrionaceae	Vibrio
Vibrio alginolyticus	663	Bacteria	NA	NA	Vibrionaceae	Vibrio
Vibrio campbellii	680	Bacteria	NA	NA	Vibrionaceae	Vibrio
Vibrio natriegens	691	Bacteria	NA	NA	Vibrionaceae	Vibrio
