taxa	taxid	superkingdom	clade	kingdom	family	genus
Besnoitia besnoiti	94643	Eukaryota	Sar	NA	Sarcocystidae	Besnoitia
Acinetobacter shaoyimingii	2715164	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Pseudomonas sp. StFLB209	1028989	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas eucalypticola	2599595	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Magnetospirillum sp. ME-1	1639348	Bacteria	NA	NA	Rhodospirillaceae	Magnetospirillum
Streptomyces endophytica	2991496	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Paenibacillus jilunlii	682956	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus agaridevorans	171404	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Haloquadratum walsbyi	293091	Archaea	Stenosarchaea group	NA	Haloferacaceae	Haloquadratum
Candidatus Nitrososphaera gargensis	497727	Archaea	TACK group	NA	Nitrososphaeraceae	Nitrososphaera
Aspergillus ochraceoroseus	138278	Eukaryota	Opisthokonta	Fungi	Aspergillaceae	Aspergillus
Sporothrix schenckii	29908	Eukaryota	Opisthokonta	Fungi	Ophiostomataceae	Sporothrix
Acinetobacter sp. PK01	2930198	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Lichenicola cladoniae	1484109	Bacteria	NA	NA	Acetobacteraceae	Lichenicola
Curtobacterium sp. MCSS17_005	2175641	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Curtobacterium
Draconibacterium halophilum	2706887	Bacteria	FCB group	NA	Prolixibacteraceae	Draconibacterium
Aureispira sp. EL160426	2864201	Bacteria	FCB group	NA	Saprospiraceae	Aureispira
Acinetobacter portensis	1839785	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Brucella sp. JSBI001	2886044	Bacteria	NA	NA	Brucellaceae	Brucella
Burkholderia pseudomultivorans	1207504	Bacteria	NA	NA	Burkholderiaceae	Burkholderia
Burkholderia savannae	1637837	Bacteria	NA	NA	Burkholderiaceae	Burkholderia
Chromobacterium sp. Rain0013	2292447	Bacteria	NA	NA	Chromobacteriaceae	Chromobacterium
Arthrobacter sp. PGP41	2079227	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Ferruginibacter albus	2875540	Bacteria	FCB group	NA	Chitinophagaceae	Ferruginibacter
Candidatus Amoebophilus asiaticus	281120	Bacteria	FCB group	NA	Amoebophilaceae	Candidatus Amoebophilus
Simplexvirus atelinealpha1	3050138	Viruses	Duplodnaviria	Heunggongvirae	Orthoherpesviridae	Simplexvirus
Streptomyces alboniger	132473	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces rubrolavendulae	285473	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Lactobacillus ultunensis	227945	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lactobacillus
Sutcliffiella horikoshii	79883	Bacteria	Terrabacteria group	NA	Bacillaceae	Sutcliffiella
Paenibacillus marchantiae	3026433	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Mycoplasmopsis cynos	171284	Bacteria	Terrabacteria group	NA	Metamycoplasmataceae	Mycoplasmopsis
Varicellovirus humanalpha3	3050294	Viruses	Duplodnaviria	Heunggongvirae	Orthoherpesviridae	Varicellovirus
Orthotospovirus hippeflavi	3052575	Viruses	Riboviria	Orthornavirae	Tospoviridae	Orthotospovirus
Streptomyces nigrescens	1920	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Leucobacter sp. CX169	2813744	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Leucobacter
Chryseobacterium balustinum	246	Bacteria	FCB group	NA	Weeksellaceae	Chryseobacterium
Shewanella cyperi	2814292	Bacteria	NA	NA	Shewanellaceae	Shewanella
Bifidobacterium pseudolongum	1694	Bacteria	Terrabacteria group	NA	Bifidobacteriaceae	Bifidobacterium
Vagococcus carniphilus	218144	Bacteria	Terrabacteria group	NA	Enterococcaceae	Vagococcus
Paenibacillus sp. YPD9-1	2908839	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Geotalea uraniireducens	351604	Bacteria	NA	NA	Geobacteraceae	Geotalea
Varicellovirus monodontidalpha1	3050322	Viruses	Duplodnaviria	Heunggongvirae	Orthoherpesviridae	Varicellovirus
Tunisvirus	1255301	Viruses	Varidnaviria	Bamfordvirae	Marseilleviridae	NA
Plasmodium vivax	5855	Eukaryota	Sar	NA	Plasmodiidae	Plasmodium
Crithidia fasciculata	5656	Eukaryota	Discoba	NA	Trypanosomatidae	Crithidia
Xanthomonas sp. SS	2724122	Bacteria	NA	NA	Lysobacteraceae	Xanthomonas
Curtobacterium sp. YC1	2795488	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Curtobacterium
Curtobacterium sp. MCBD17_040	2175674	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Curtobacterium
Nocardiopsis akebiae	2831968	Bacteria	Terrabacteria group	NA	Nocardiopsaceae	Nocardiopsis
Bacillus sp. NP247	2846779	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Spiroplasma apis	2137	Bacteria	Terrabacteria group	NA	Spiroplasmataceae	Spiroplasma
Pontibacter actiniarum	323450	Bacteria	FCB group	NA	Hymenobacteraceae	Pontibacter
Obolenskvirus AB1	1915208	Viruses	Duplodnaviria	Heunggongvirae	NA	Obolenskvirus
Xenorhabdus hominickii	351679	Bacteria	NA	NA	Morganellaceae	Xenorhabdus
Candidatus Viadribacter manganicus	1759059	Bacteria	NA	NA	Hyphomonadaceae	Candidatus Viadribacter
Streptomyces lividans	1916	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Bacillus sp. DX3.1	3052091	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus fonticola	2728853	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Halomicroarcula sp. SYNS111	3033392	Archaea	Stenosarchaea group	NA	Haloarculaceae	Haloarcula
Ferroglobus placidus	54261	Archaea	NA	NA	Archaeoglobaceae	Ferroglobus
Pseudomonas extremorientalis	169669	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. PP3	2815936	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Photobacterium sp. GSS17	3020715	Bacteria	NA	NA	Vibrionaceae	Photobacterium
Tritonibacter mobilis	379347	Bacteria	NA	NA	Paracoccaceae	Tritonibacter
Paenalcaligenes hominis	643674	Bacteria	NA	NA	Alcaligenaceae	Paenalcaligenes
Lactiplantibacillus pentosus	1589	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lactiplantibacillus
Halorussus halophilus	2650975	Archaea	Stenosarchaea group	NA	Haladaptataceae	Halorussus
Cronobacter dublinensis	413497	Bacteria	NA	NA	Enterobacteriaceae	Cronobacter
Pseudomonas bijieensis	2681983	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Xanthomonas fragariae	48664	Bacteria	NA	NA	Lysobacteraceae	Xanthomonas
Agrobacterium sp. 13-2099-1-2	1841651	Bacteria	NA	NA	Rhizobiaceae	Agrobacterium
Streptomyces parvulus	146923	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Microbacterium sp. M28	2962064	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Paenibacillus sp. RUD330	2023772	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
[Ruminococcus] gnavus	33038	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Mediterraneibacter
Thermosipho sp. 1070	1437364	Bacteria	NA	NA	Fervidobacteriaceae	Thermosipho
Phytobacter diazotrophicus	395631	Bacteria	NA	NA	Enterobacteriaceae	Phytobacter
Kosakonia radicincitans	283686	Bacteria	NA	NA	Enterobacteriaceae	Kosakonia
Streptomyces aureoverticillatus	66871	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
uncultured Pseudomonas sp.	114707	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Vibrio cortegadensis	1328770	Bacteria	NA	NA	Vibrionaceae	Vibrio
Cytobacillus kochii	859143	Bacteria	Terrabacteria group	NA	Bacillaceae	Cytobacillus
Maribacter sp. Hal144	2980554	Bacteria	FCB group	NA	Flavobacteriaceae	Maribacter
Hymenobacter nivis	1850093	Bacteria	FCB group	NA	Hymenobacteraceae	Hymenobacter
Nautilia profundicola	244787	Bacteria	NA	NA	Nautiliaceae	Nautilia
Desulfurivibrio alkaliphilus	427923	Bacteria	NA	NA	Desulfobulbaceae	Desulfurivibrio
Bremerella volcania	2527984	Bacteria	PVC group	NA	Pirellulaceae	Bremerella
Rouxiella chamberiensis	1513468	Bacteria	NA	NA	Yersiniaceae	Rouxiella
Pseudomonas sp. LS1212	2972478	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Curtobacterium sp. MCBD17_035	2175673	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Curtobacterium
Paenibacillus sp. FSL H7-0357	1536774	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Capsulimonas corticalis	2219043	Bacteria	Terrabacteria group	NA	Capsulimonadaceae	Capsulimonas
Bernardetia litoralis	999	Bacteria	FCB group	NA	Bernardetiaceae	Bernardetia
Desulfococcus multivorans	897	Bacteria	NA	NA	Desulfococcaceae	Desulfococcus
Serratia sp. LS-1	2485839	Bacteria	NA	NA	Yersiniaceae	Serratia
Endozoicomonas sp. 4G	2872754	Bacteria	NA	NA	Endozoicomonadaceae	Endozoicomonas
Arthrobacter caoxuetaonis	2886935	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Curtobacterium sp. C1	2898151	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Curtobacterium
Streptomyces californicus	67351	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Clostridium sp. JN-1	2483110	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Mesomycoplasma bovoculi	45362	Bacteria	Terrabacteria group	NA	Metamycoplasmataceae	Mesomycoplasma
Sphingobacterium sp. PCS056	2931400	Bacteria	FCB group	NA	Sphingobacteriaceae	Sphingobacterium
Larkinella insperata	332158	Bacteria	FCB group	NA	Spirosomataceae	Larkinella
Coraliomargarita akajimensis	395922	Bacteria	PVC group	NA	Coraliomargaritaceae	Coraliomargarita
Skermanella mucosa	1789672	Bacteria	NA	NA	Azospirillaceae	Skermanella
Bordetella genomosp. 9	1416803	Bacteria	NA	NA	Alcaligenaceae	Bordetella
Streptomyces sp. SirexAA-E	862751	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Actinoalloteichus hoggarensis	1470176	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Actinoalloteichus
Planococcus versutus	1302659	Bacteria	Terrabacteria group	NA	Planococcaceae	Planococcus
Clostridium perfringens	1502	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Deinococcus puniceus	1182568	Bacteria	Terrabacteria group	NA	Deinococcaceae	Deinococcus
Metamycoplasma salivarium	2124	Bacteria	Terrabacteria group	NA	Metamycoplasmataceae	Metamycoplasma
Myroides sp. SCSIO 72103	2968490	Bacteria	FCB group	NA	Flavobacteriaceae	Paenimyroides
Treponema parvum	138851	Bacteria	NA	NA	Treponemataceae	Treponema
Eimeria mitis	44415	Eukaryota	Sar	NA	Eimeriidae	Eimeria
Pseudomonas sp. B21-051	2895491	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas soli	1306993	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Cellvibrio japonicus	155077	Bacteria	NA	NA	Cellvibrionaceae	Cellvibrio
Neisseria arctica	1470200	Bacteria	NA	NA	Neisseriaceae	Neisseria
Micromonospora chalcea	1874	Bacteria	Terrabacteria group	NA	Micromonosporaceae	Micromonospora
Brachybacterium sp. Z12	2759167	Bacteria	Terrabacteria group	NA	Dermabacteraceae	Brachybacterium
Metabacillus litoralis	152268	Bacteria	Terrabacteria group	NA	Bacillaceae	Metabacillus
Mycoplasmopsis anatis	171279	Bacteria	Terrabacteria group	NA	Metamycoplasmataceae	Mycoplasmopsis
Pedobacter sp. KBS0701	2578106	Bacteria	FCB group	NA	Sphingobacteriaceae	Pedobacter
Thermocrinis ruber	75906	Bacteria	NA	NA	Aquificaceae	Thermocrinis
Pseudomonas sp. PSKL.D1	3029060	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Photobacterium profundum	74109	Bacteria	NA	NA	Vibrionaceae	Photobacterium
Rhizobium brockwellii	3019932	Bacteria	NA	NA	Rhizobiaceae	Rhizobium
Sphingomonas ginsengisoli An et al. 2013	363835	Bacteria	NA	NA	Sphingomonadaceae	Sphingomonas
Curtobacterium sp. MCSS17_007	2175646	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Curtobacterium
Synechococcus sp. RSCCF101	2511069	Bacteria	Terrabacteria group	NA	Synechococcaceae	Synechococcus
Flavobacterium flavigenum	3003258	Bacteria	FCB group	NA	Flavobacteriaceae	Flavobacterium
Flavobacterium cerinum	2502784	Bacteria	FCB group	NA	Flavobacteriaceae	Flavobacterium
Chryseobacterium oryzae	2929799	Bacteria	FCB group	NA	Weeksellaceae	Chryseobacterium
Sphingobacterium sp. DR205	2713573	Bacteria	FCB group	NA	Sphingobacteriaceae	Sphingobacterium
Desulfosarcina ovata	83564	Bacteria	NA	NA	Desulfosarcinaceae	Desulfosarcina
Pigeon aviadenovirus A	1548417	Viruses	Varidnaviria	Bamfordvirae	Adenoviridae	Aviadenovirus
Monocercomonoides exilis	2049356	Eukaryota	Metamonada	NA	Polymastigidae	Monocercomonoides
Candidatus Arsenophonus lipoptenae	634113	Bacteria	NA	NA	Morganellaceae	Arsenophonus
Serratia rubidaea	61652	Bacteria	NA	NA	Yersiniaceae	Serratia
Pragia fontium	82985	Bacteria	NA	NA	Budviciaceae	Pragia
Pseudoalteromonas sp. SCSIO 43088	2822846	Bacteria	NA	NA	Pseudoalteromonadaceae	Pseudoalteromonas
Colwellia psychrerythraea	28229	Bacteria	NA	NA	Colwelliaceae	Colwellia
Sagittula sp. MA-2	3048007	Bacteria	NA	NA	Roseobacteraceae	Sagittula
Streptomyces griseoviridis	45398	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Rathayibacter tanaceti	1671680	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Rathayibacter
Weissella viridescens	1629	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Weissella
Nostoc punctiforme	272131	Bacteria	Terrabacteria group	NA	Nostocaceae	Nostoc
Nostoc sp. C052	2576902	Bacteria	Terrabacteria group	NA	Nostocaceae	Nostoc
Flavobacterium sp. N502536	2986837	Bacteria	FCB group	NA	Flavobacteriaceae	Flavobacterium
Mangrovivirga cuniculi	2715131	Bacteria	FCB group	NA	Mangrovivirgaceae	Mangrovivirga
Serratia sp. P2ACOL2	2482769	Bacteria	NA	NA	Yersiniaceae	Serratia
Pseudomonas sp. Y39-6	2749807	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Tardiphaga sp. 37S4	1404741	Bacteria	NA	NA	Nitrobacteraceae	Tardiphaga
Varunaivibrio sulfuroxidans	1773489	Bacteria	NA	NA	Magnetovibrionaceae	Varunaivibrio
Marinicauda algicola	2029849	Bacteria	NA	NA	Maricaulaceae	Marinicauda
Alysiella filiformis	194196	Bacteria	NA	NA	Neisseriaceae	Alysiella
Corynebacterium glaucum	187491	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Nocardia arthritidis	228602	Bacteria	Terrabacteria group	NA	Nocardiaceae	Nocardia
Streptomyces sp. YIM 121038	2136401	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Metamycoplasma orale	2121	Bacteria	Terrabacteria group	NA	Metamycoplasmataceae	Metamycoplasma
Metamycoplasma alkalescens	45363	Bacteria	Terrabacteria group	NA	Metamycoplasmataceae	Metamycoplasma
Algibacter luteus	1178825	Bacteria	FCB group	NA	Flavobacteriaceae	Algibacter
Dill cryptic virus 1	1408895	Viruses	Riboviria	Orthornavirae	Partitiviridae	NA
Psychrobacter sp. SC65A.3	2983299	Bacteria	NA	NA	Moraxellaceae	Psychrobacter
Actinobacillus indolicus	51049	Bacteria	NA	NA	Pasteurellaceae	Actinobacillus
Luteimonas sp. MC1750	2799326	Bacteria	NA	NA	Lysobacteraceae	Luteimonas
Vibrio gigantis	296199	Bacteria	NA	NA	Vibrionaceae	Vibrio
Sulfuriflexus mobilis	1811807	Bacteria	NA	NA	Granulosicoccaceae	Sulfuriflexus
Sphingobium sp. YBL2	484429	Bacteria	NA	NA	Sphingomonadaceae	Sphingobium
Burkholderia sp. S-53	2906514	Bacteria	NA	NA	Burkholderiaceae	Burkholderia
Cnuibacter physcomitrellae	1619308	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Cnuibacter
Glaciihabitans sp. INWT7	2596912	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Glaciihabitans
Mycolicibacterium aurum	1791	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Mycobacteroides salmoniphilum	404941	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacteroides
Dietzia lutea	546160	Bacteria	Terrabacteria group	NA	Dietziaceae	Dietzia
Kibdelosporangium phytohabitans	860235	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Kibdelosporangium
Eggerthella sp. YY7918	502558	Bacteria	Terrabacteria group	NA	Eggerthellaceae	Eggerthella
Ligilactobacillus animalis	1605	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Ligilactobacillus
Staphylococcus simulans	1286	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus succinus	61015	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus delphini	53344	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Anaerostipes rhamnosivorans	1229621	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Anaerostipes
Mycoplasmopsis bovirhinis	29553	Bacteria	Terrabacteria group	NA	Metamycoplasmataceae	Mycoplasmopsis
Mesomycoplasma mobile	2118	Bacteria	Terrabacteria group	NA	Metamycoplasmataceae	Mesomycoplasma
Capnocytophaga cynodegmi	28189	Bacteria	FCB group	NA	Flavobacteriaceae	Capnocytophaga
Algibacter sp. L3A6	2686366	Bacteria	FCB group	NA	Flavobacteriaceae	Algibacter
Chryseobacterium arthrosphaerae	651561	Bacteria	FCB group	NA	Weeksellaceae	Chryseobacterium
Alphapapillomavirus 9	337041	Viruses	Monodnaviria	Shotokuvirae	Papillomaviridae	Alphapapillomavirus
Pseudoxanthomonas sp. X-1	2571115	Bacteria	NA	NA	Lysobacteraceae	Pseudoxanthomonas
Legionella endosymbiont of Polyplax serrata	2005262	Bacteria	NA	NA	Legionellaceae	Legionella
Wenzhouxiangella sp. AB-CW3	2771012	Bacteria	NA	NA	Wenzhouxiangellaceae	Wenzhouxiangella
Arthrobacter sp. StoSoilB5	2830992	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Corynebacterium urogenitale	2487892	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Rhodococcus sp. P1Y	1302308	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Skermania piniformis	39122	Bacteria	Terrabacteria group	NA	Gordoniaceae	Skermania
Dietzia sp. DQ12-45-1b	912801	Bacteria	Terrabacteria group	NA	Dietziaceae	Dietzia
Pediococcus damnosus	51663	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Pediococcus
Fructilactobacillus hinvesii	2940300	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Fructilactobacillus
Lacinutrix sp. HL-RS19	2980107	Bacteria	FCB group	NA	Flavobacteriaceae	Lacinutrix
Kaistella sp. 97-N-M2	2908645	Bacteria	FCB group	NA	Weeksellaceae	Kaistella
Flavihumibacter rivuli	2838156	Bacteria	FCB group	NA	Chitinophagaceae	Flavihumibacter
Latrobevirus FNU1	2844309	Viruses	Duplodnaviria	Heunggongvirae	NA	Latrobevirus
Tenuivirus oryzalbae	3052764	Viruses	Riboviria	Orthornavirae	Phenuiviridae	Tenuivirus
Citrobacter sp. BDA59-3	2781952	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Lelliottia steviae	2781390	Bacteria	NA	NA	Enterobacteriaceae	Lelliottia
Rahnella sikkimica	1805933	Bacteria	NA	NA	Yersiniaceae	Rahnella
Serratia quinivorans	137545	Bacteria	NA	NA	Yersiniaceae	Serratia
Providencia stuartii	588	Bacteria	NA	NA	Morganellaceae	Providencia
Lysobacter antibioticus	84531	Bacteria	NA	NA	Lysobacteraceae	Lysobacter
Candidatus Nucleicultrix amoebiphila	1509244	Bacteria	NA	NA	Caedimonadaceae	Candidatus Nucleicultrix
Burkholderia aenigmatica	2015348	Bacteria	NA	NA	Burkholderiaceae	Burkholderia
Nitrosospira multiformis	1231	Bacteria	NA	NA	Nitrosomonadaceae	Nitrosospira
Gordonia sp. WA4-43	2878678	Bacteria	Terrabacteria group	NA	Gordoniaceae	Gordonia
Exiguobacterium aurantiacum	33987	Bacteria	Terrabacteria group	NA	NA	Exiguobacterium
Kurthia sp. 11kri321	1750719	Bacteria	Terrabacteria group	NA	Planococcaceae	Kurthia
Faecalibacterium sp. I3-3-33	2929492	Bacteria	Terrabacteria group	NA	Oscillospiraceae	Faecalibacterium
Mycoplasmopsis caviae	55603	Bacteria	Terrabacteria group	NA	Metamycoplasmataceae	Mycoplasmopsis
Planktothrix agardhii	1160	Bacteria	Terrabacteria group	NA	Microcoleaceae	Planktothrix
Calothrix sp. PCC 6303	1170562	Bacteria	Terrabacteria group	NA	Calotrichaceae	Calothrix
Flavobacterium sp. CJ74	2294119	Bacteria	FCB group	NA	Flavobacteriaceae	Flavobacterium
Chryseobacterium capnotolerans	2759528	Bacteria	FCB group	NA	Weeksellaceae	Chryseobacterium
Sphingobacterium sp. CZ-2	2557994	Bacteria	FCB group	NA	Sphingobacteriaceae	Sphingobacterium
Chlorobium phaeovibrioides	1094	Bacteria	FCB group	NA	Chlorobiaceae	Chlorobium
Brachyspira hampsonii	1287055	Bacteria	NA	NA	Brachyspiraceae	Brachyspira
Halocatena marina	2934937	Archaea	Stenosarchaea group	NA	Haloarculaceae	Halocatena
Streptococcus phage phiARI0131-2	1701814	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Vesiculovirus malpais	1972570	Viruses	Riboviria	Orthornavirae	Rhabdoviridae	Vesiculovirus
Megavirus chiliensis	1094892	Viruses	Varidnaviria	Bamfordvirae	Mimiviridae	Megavirus
Raoultella ornithinolytica	54291	Bacteria	NA	NA	Enterobacteriaceae	Raoultella
Pseudomonas mediterranea	183795	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas gozinkensis	2774461	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Halomonas chromatireducens	507626	Bacteria	NA	NA	Halomonadaceae	Halomonas
Herbaspirillum hiltneri	341045	Bacteria	NA	NA	Oxalobacteraceae	Herbaspirillum
Microbacterium azadirachtae	582680	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium endophyticum	1526412	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Streptomyces sp. HSG2	2797167	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. M56	1495638	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Clostridium tetani	1513	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Gemmata massiliana	1210884	Bacteria	PVC group	NA	Gemmataceae	Gemmata
Salasvirus phi29	10756	Viruses	Duplodnaviria	Heunggongvirae	Salasmaviridae	Salasvirus
Exophiala mesophila	212818	Eukaryota	Opisthokonta	Fungi	Herpotrichiellaceae	Exophiala
Pyricularia oryzae	318829	Eukaryota	Opisthokonta	Fungi	Pyriculariaceae	Pyricularia
Pseudomonas sp. M30-35	1981174	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Acinetobacter sp. AHP123	2913495	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Avibacterium paragallinarum	728	Bacteria	NA	NA	Pasteurellaceae	Avibacterium
Dyella sp. GSA-30	2994496	Bacteria	NA	NA	Rhodanobacteraceae	Dyella
Ketobacter alkanivorans	1917421	Bacteria	NA	NA	Ketobacteraceae	Ketobacter
Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1	2493671	Bacteria	NA	NA	Phyllobacteriaceae	Mesorhizobium
Denitratisoma oestradiolicum	311182	Bacteria	NA	NA	Sterolibacteriaceae	Denitratisoma
Arthrobacter sp. QXT-31	1357915	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Nesterenkonia pannonica	1548602	Bacteria	Terrabacteria group	NA	Micrococcaceae	Nesterenkonia
Microbacterium sp. nov. GSS16	3019890	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Rhodococcus sp. DMF-1	2907624	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Streptococcus urinalis	149016	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Desulforamulus ruminis	1564	Bacteria	Terrabacteria group	NA	Peptococcaceae	Desulforamulus
Zhaonella formicivorans	2528593	Bacteria	Terrabacteria group	NA	Zhaonellaceae	Zhaonella
Flavobacterium crassostreae	1763534	Bacteria	FCB group	NA	Flavobacteriaceae	Flavobacterium
Flavobacterium indicum	312277	Bacteria	FCB group	NA	Flavobacteriaceae	Flavobacterium
Nonlabens tegetincola	323273	Bacteria	FCB group	NA	Flavobacteriaceae	Nonlabens
Chryseobacterium camelliae	1265445	Bacteria	FCB group	NA	Weeksellaceae	Chryseobacterium
Saprospira sp. CCB-QB6	3023936	Bacteria	FCB group	NA	Saprospiraceae	Saprospira
Sphaerochaeta pleomorpha	1131707	Bacteria	NA	NA	Sphaerochaetaceae	Sphaerochaeta
Methanoplanus endosymbiosus	33865	Archaea	Stenosarchaea group	NA	Methanomicrobiaceae	Methanoplanus
Halostagnicola larsenii	353800	Archaea	Stenosarchaea group	NA	Natrialbaceae	Halostagnicola
Gammapapillomavirus 8	1175850	Viruses	Monodnaviria	Shotokuvirae	Papillomaviridae	Gammapapillomavirus
Bohxovirus oralis	2955512	Viruses	Duplodnaviria	Heunggongvirae	Suoliviridae	Bohxovirus
Ewingella americana	41202	Bacteria	NA	NA	Yersiniaceae	Ewingella
Azotobacter vinelandii	354	Bacteria	NA	NA	Pseudomonadaceae	Azotobacter
Candidatus Cytomitobacter primus	2066024	Bacteria	NA	NA	Holosporaceae	Candidatus Cytomitobacter
Pandoraea pulmonicola	93221	Bacteria	NA	NA	Burkholderiaceae	Pandoraea
Leucobacter aridicollis	283878	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Leucobacter
Cellulomonas sp. PSBB021	2003551	Bacteria	Terrabacteria group	NA	Cellulomonadaceae	Cellulomonas
Streptomyces globosus	68209	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Thermophilibacter immobilis	2779519	Bacteria	Terrabacteria group	NA	Atopobiaceae	Thermophilibacter
Enterococcus raffinosus	71452	Bacteria	Terrabacteria group	NA	Enterococcaceae	Enterococcus
Aerococcus christensenii	87541	Bacteria	Terrabacteria group	NA	Aerococcaceae	Aerococcus
Deinococcus peraridilitoris	432329	Bacteria	Terrabacteria group	NA	Deinococcaceae	Deinococcus
